MC,N,d,alpha,energy,variance
10,500,3,0.1,415.13,16205.6
10,500,3,0.2,789.873,3075.32
10,500,3,0.3,876.905,103.113
10,500,3,0.4,811.823,99.2361
10,500,3,0.5,750,0
10,500,3,0.6,721.59,139.423
10,500,3,0.7,731.748,246.607
10,500,3,0.8,764.785,231.819
10,500,3,0.9,794.713,297.451
10,500,3,1,847.888,851.118
